epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
36,2783.01,0.86071,0.68966,1.00259,1,0.87095,0.93147,0.72419,0.94862,0.75972,0.97399,0.001538,0.001538,0.001538
37,2860.06,0.81267,0.59855,0.95149,0.99235,0.875,0.96227,0.80035,0.73985,0.62434,0.91427,0.0015248,0.0015248,0.0015248
38,2934.5,0.88521,0.63943,0.97822,0.99409,0.875,0.87857,0.67805,0.90293,0.70402,0.96302,0.0015116,0.0015116,0.0015116
39,3012.35,0.85715,0.62322,1.00609,0.99553,0.875,0.87569,0.75606,0.79869,0.6869,0.94283,0.0014984,0.0014984,0.0014984
40,3087.32,0.82991,0.60923,0.99184,1,0.87088,0.87581,0.75059,0.74267,0.71422,0.90955,0.0014852,0.0014852,0.0014852
41,3164.13,0.79519,0.59678,0.94848,1,0.87103,0.89733,0.68702,0.93463,0.69862,0.97603,0.001472,0.001472,0.001472
42,3240.49,0.79544,0.56213,0.94175,1,0.86896,0.935,0.71917,0.86839,0.73366,0.96523,0.0014588,0.0014588,0.0014588
43,3316.01,0.79727,0.57531,0.95531,1,0.87038,0.92071,0.77566,0.79486,0.71652,0.94108,0.0014456,0.0014456,0.0014456
44,3391.75,0.83409,0.5907,0.98385,1,0.86749,0.90409,0.724,0.89543,0.83652,0.96347,0.0014324,0.0014324,0.0014324
45,3487.86,0.84297,0.59612,0.9733,0.98992,0.75,0.77423,0.63023,0.90736,1.15036,0.98519,0.0014192,0.0014192,0.0014192
46,3572.91,0.76394,0.53232,0.92757,0.98815,0.75,0.82252,0.6853,0.84628,0.97561,0.96175,0.001406,0.001406,0.001406
47,3663.41,0.75356,0.53373,0.94246,1,0.86948,0.87714,0.741,0.80043,0.86988,0.94359,0.0013928,0.0013928,0.0013928
48,3751.73,0.81467,0.55117,0.96409,0.99543,0.875,0.87734,0.74157,0.80482,0.79916,0.94819,0.0013796,0.0013796,0.0013796
49,3838.76,0.81991,0.54686,0.96385,0.99443,0.875,0.89127,0.73425,0.81634,0.74601,0.96343,0.0013664,0.0013664,0.0013664
50,3929.67,0.79957,0.54204,0.964,0.99443,0.875,0.8809,0.71486,0.9131,0.85946,0.9987,0.0013532,0.0013532,0.0013532
51,4021.62,0.74051,0.50893,0.93668,0.99681,0.875,0.88294,0.74299,0.83567,0.69175,0.98133,0.00134,0.00134,0.00134
52,4113.6,0.76969,0.49355,0.92611,0.99052,0.75,0.86537,0.71559,0.8208,0.74475,0.96704,0.0013268,0.0013268,0.0013268
53,4206.29,0.80771,0.53176,0.96506,0.98883,0.75,0.85131,0.7056,0.86048,0.95775,0.97539,0.0013136,0.0013136,0.0013136
54,4300.06,0.78265,0.55246,0.96996,0.99339,0.875,0.87775,0.7217,0.80832,0.7185,0.9517,0.0013004,0.0013004,0.0013004
55,4393.83,0.78791,0.5265,0.95915,0.99324,0.875,0.88133,0.76078,0.7723,0.65248,0.93426,0.0012872,0.0012872,0.0012872
56,4489.99,0.78459,0.52949,0.95499,0.99658,0.875,0.88098,0.68265,0.8861,0.76097,0.97716,0.001274,0.001274,0.001274
57,4589.21,0.79288,0.52351,0.9429,1,0.86731,0.88397,0.70645,0.82305,0.69315,0.95065,0.0012608,0.0012608,0.0012608
58,4686.33,0.7423,0.51158,0.91196,1,0.86722,0.87844,0.68916,0.84895,0.76324,0.95694,0.0012476,0.0012476,0.0012476
59,4788.92,0.80196,0.49907,0.9578,0.99059,0.75,0.76148,0.60374,0.92081,1.00017,0.99327,0.0012344,0.0012344,0.0012344
60,4897.5,0.78054,0.50401,0.94443,0.9915,0.75,0.75875,0.63319,0.81702,1.09157,0.98118,0.0012212,0.0012212,0.0012212
61,5003.23,0.83888,0.55893,0.98198,0.99129,0.75,0.78239,0.61385,0.87795,0.98168,0.98638,0.001208,0.001208,0.001208
62,5105.54,0.75332,0.49616,0.96202,1,0.86866,0.88441,0.72941,0.89775,0.81054,0.99865,0.0011948,0.0011948,0.0011948
63,5209.38,0.76509,0.49697,0.94199,1,0.86914,0.895,0.72105,0.9559,0.69507,1.02172,0.0011816,0.0011816,0.0011816
64,5309.94,0.74008,0.48049,0.94897,0.99178,0.75,0.89411,0.66341,1.06171,0.91237,1.06149,0.0011684,0.0011684,0.0011684
65,5386.91,0.74253,0.48557,0.94177,1,0.86876,0.8824,0.71953,0.94467,0.8391,1.01346,0.0011552,0.0011552,0.0011552
66,5453.66,0.68464,0.45626,0.92636,0.98642,0.75,0.85005,0.73668,0.85976,0.87214,0.99695,0.001142,0.001142,0.001142
67,5519.09,0.74701,0.49538,0.94965,0.99574,0.875,0.88205,0.72816,0.85016,0.71,0.96182,0.0011288,0.0011288,0.0011288
68,5589.99,0.7031,0.4535,0.90891,1,0.87383,0.8918,0.73688,0.84024,0.71293,0.97475,0.0011156,0.0011156,0.0011156
69,5666.05,0.73191,0.48742,0.92111,1,0.8622,0.8918,0.74403,0.88438,0.71961,0.96168,0.0011024,0.0011024,0.0011024
70,5747.52,0.77213,0.48227,0.94898,1,0.86844,0.8906,0.76898,0.8228,0.67615,0.95469,0.0010892,0.0010892,0.0010892
71,5829.31,0.71763,0.45931,0.9313,1,0.87006,0.8918,0.75637,0.8634,0.72941,0.96937,0.001076,0.001076,0.001076
72,5910.48,0.7416,0.49613,0.93986,1,0.87029,0.8906,0.76175,0.8194,0.71426,0.95223,0.0010628,0.0010628,0.0010628
73,5991.21,0.73249,0.47073,0.95444,1,0.86831,0.8854,0.75417,0.80181,0.79486,0.94011,0.0010496,0.0010496,0.0010496
74,6091.75,0.73652,0.4442,0.93955,1,0.86656,0.88205,0.73084,0.89855,0.76611,0.97973,0.0010364,0.0010364,0.0010364
75,6180.74,0.73707,0.45794,0.92758,0.99133,0.75,0.86967,0.73099,0.90853,0.89384,0.9864,0.0010232,0.0010232,0.0010232
76,6298.79,0.72332,0.45038,0.93163,0.99094,0.75,0.87955,0.74869,0.869,0.92797,0.96479,0.00101,0.00101,0.00101
77,6416.75,0.69361,0.44901,0.92702,0.99132,0.75,0.88444,0.70614,0.87197,1.00055,0.96711,0.0009968,0.0009968,0.0009968
78,6587.22,0.67834,0.44984,0.92051,0.99165,0.75,0.88995,0.71804,1.01769,0.92492,1.02761,0.0009836,0.0009836,0.0009836
79,6691.41,0.6868,0.4292,0.90293,1,0.86787,0.9062,0.72648,0.97537,0.97192,0.99386,0.0009704,0.0009704,0.0009704
80,6805.74,0.71934,0.45341,0.9431,0.99184,0.75,0.8672,0.69321,0.84423,0.86964,0.96748,0.0009572,0.0009572,0.0009572
81,6918.65,0.67038,0.42545,0.92807,0.99139,0.75,0.78045,0.61727,0.84747,0.89218,0.9712,0.000944,0.000944,0.000944
82,7038.06,0.6967,0.43322,0.93864,0.99141,0.75,0.77286,0.62414,0.85411,0.89583,0.96678,0.0009308,0.0009308,0.0009308
83,7155.74,0.68328,0.44417,0.90115,0.99156,0.75,0.8282,0.67097,0.90389,0.91941,0.96676,0.0009176,0.0009176,0.0009176
84,7273.42,0.66141,0.43345,0.92385,0.99117,0.75,0.81333,0.66974,0.9408,0.91317,0.98988,0.0009044,0.0009044,0.0009044
85,7388.97,0.65704,0.42945,0.9421,0.99109,0.75,0.85027,0.71858,0.95339,0.81062,0.99587,0.0008912,0.0008912,0.0008912
86,7507.18,0.66921,0.43594,0.90624,1,0.86819,0.88309,0.72769,0.83285,0.68731,0.96314,0.000878,0.000878,0.000878
87,7625.37,0.63829,0.41623,0.90214,1,0.87029,0.88681,0.73384,0.83829,0.60386,0.95535,0.0008648,0.0008648,0.0008648
88,7740.82,0.6294,0.42533,0.9019,0.99677,0.875,0.9081,0.77029,0.78047,0.57365,0.93781,0.0008516,0.0008516,0.0008516
89,7851.29,0.7061,0.42496,0.91439,0.99767,0.875,0.915,0.79449,0.76183,0.55135,0.93199,0.0008384,0.0008384,0.0008384
90,7955.51,0.641,0.40887,0.92351,1,0.87041,0.89118,0.76061,0.82294,0.67194,0.94103,0.0008252,0.0008252,0.0008252
91,8065.66,0.61702,0.41241,0.88864,0.99065,0.75,0.87123,0.74279,0.86049,0.78797,0.95047,0.000812,0.000812,0.000812
92,8173.3,0.66958,0.42993,0.92008,1,0.87089,0.88516,0.74675,0.85486,0.63389,0.95343,0.0007988,0.0007988,0.0007988
93,8286.77,0.64146,0.41176,0.92147,0.99882,0.875,0.88429,0.74298,0.87778,0.59871,0.96263,0.0007856,0.0007856,0.0007856
94,8404.14,0.61742,0.41383,0.90421,0.99673,0.875,0.88592,0.72856,0.89096,0.70506,0.9728,0.0007724,0.0007724,0.0007724
95,8520.54,0.69183,0.42741,0.91248,1,0.86883,0.88516,0.76004,0.86489,0.77212,0.96829,0.0007592,0.0007592,0.0007592
96,8636.21,0.6043,0.40245,0.90679,1,0.87105,0.88865,0.75897,0.84287,0.75259,0.95807,0.000746,0.000746,0.000746
97,8755.29,0.65773,0.40221,0.90472,0.99531,0.875,0.90412,0.76828,0.78274,0.67265,0.94686,0.0007328,0.0007328,0.0007328
98,8868.66,0.64119,0.42029,0.91712,0.99415,0.875,0.9023,0.78492,0.81492,0.70227,0.95787,0.0007196,0.0007196,0.0007196
99,8981.29,0.64888,0.38565,0.91993,0.9935,0.875,0.9062,0.74253,0.98321,0.73378,1.0101,0.0007064,0.0007064,0.0007064
100,9085.06,0.62279,0.39925,0.88913,0.99382,0.875,0.90412,0.72997,0.97301,0.63359,1.0061,0.0006932,0.0006932,0.0006932
101,9188.21,0.62622,0.39794,0.91859,0.99482,0.875,0.9086,0.76729,0.8586,0.61316,0.97392,0.00068,0.00068,0.00068
102,9299.32,0.6635,0.39648,0.90947,0.99724,0.875,0.90412,0.74837,0.83166,0.64003,0.97521,0.0006668,0.0006668,0.0006668
103,9413.43,0.67372,0.42311,0.93249,1,0.87178,0.8932,0.73409,0.89228,0.70237,1.00235,0.0006536,0.0006536,0.0006536
104,9527.87,0.66652,0.40331,0.90945,0.87413,0.86891,0.87024,0.6842,0.9664,0.75572,1.0155,0.0006404,0.0006404,0.0006404
105,9640.96,0.63032,0.40004,0.88889,0.97453,0.75,0.85582,0.71726,0.91681,0.80609,0.9933,0.0006272,0.0006272,0.0006272
106,9755.26,0.59955,0.37773,0.87359,1,0.86733,0.88649,0.74316,0.86215,0.75719,0.98771,0.000614,0.000614,0.000614
107,9869.22,0.62213,0.39727,0.90058,1,0.86841,0.89006,0.75157,0.89199,0.75568,0.99566,0.0006008,0.0006008,0.0006008
108,9981.4,0.63748,0.40019,0.92926,1,0.86811,0.88824,0.76274,0.95063,0.80032,1.01418,0.0005876,0.0005876,0.0005876
109,10094.3,0.65767,0.41066,0.93843,1,0.8689,0.88748,0.7365,0.94188,0.7332,1.00201,0.0005744,0.0005744,0.0005744
110,10209.7,0.60554,0.38397,0.89346,1,0.87283,0.8906,0.73938,0.84319,0.65361,0.97516,0.0005612,0.0005612,0.0005612
111,10323.2,0.60066,0.37947,0.91695,1,0.87446,0.89006,0.74494,0.82669,0.63946,0.97578,0.000548,0.000548,0.000548
112,10435.3,0.64112,0.37317,0.90338,1,0.86999,0.88956,0.76331,0.84006,0.67769,0.97404,0.0005348,0.0005348,0.0005348
113,10547.2,0.62,0.38398,0.90315,1,0.86945,0.88748,0.74415,0.91347,0.74636,0.99271,0.0005216,0.0005216,0.0005216
114,10662.6,0.61291,0.39572,0.91051,1,0.87104,0.8906,0.74763,0.94194,0.83761,1.01319,0.0005084,0.0005084,0.0005084
115,10779.4,0.61517,0.37246,0.90753,0.9981,0.875,0.88909,0.73924,0.85488,0.68203,0.98421,0.0004952,0.0004952,0.0004952
116,10894.9,0.6484,0.40909,0.91492,0.99689,0.875,0.88785,0.75071,0.8413,0.6313,0.98666,0.000482,0.000482,0.000482
117,11013.5,0.59683,0.36665,0.88337,0.99892,0.875,0.8906,0.7604,0.83842,0.6407,0.97832,0.0004688,0.0004688,0.0004688
118,11131.9,0.58834,0.38729,0.91076,1,0.87316,0.89118,0.74011,0.81432,0.63411,0.95245,0.0004556,0.0004556,0.0004556
119,11251.1,0.60498,0.37187,0.89478,1,0.87094,0.88956,0.77004,0.78842,0.69535,0.94848,0.0004424,0.0004424,0.0004424
120,11375.6,0.60174,0.3842,0.88906,1,0.87021,0.88865,0.74814,0.79693,0.70521,0.95835,0.0004292,0.0004292,0.0004292
121,11491.8,0.59699,0.37577,0.88763,1,0.87245,0.89006,0.7438,0.83945,0.71517,0.96339,0.000416,0.000416,0.000416
122,11604.3,0.57275,0.37362,0.90328,1,0.87335,0.8906,0.76511,0.8124,0.66131,0.94908,0.0004028,0.0004028,0.0004028
123,11718,0.58901,0.38266,0.9049,1,0.87338,0.9062,0.76097,0.78966,0.59571,0.95017,0.0003896,0.0003896,0.0003896
124,11781,0.60239,0.37319,0.89279,1,0.87412,0.91471,0.76222,0.83774,0.63745,0.97432,0.0003764,0.0003764,0.0003764
125,11842.9,0.59417,0.365,0.91268,1,0.87203,0.9062,0.75109,0.84585,0.7405,0.97777,0.0003632,0.0003632,0.0003632
126,11906.4,0.60298,0.36301,0.88379,1,0.8685,0.9062,0.77228,0.86439,0.855,0.98433,0.00035,0.00035,0.00035
127,12048.5,0.60397,0.36533,0.89512,1,0.86857,0.9086,0.77523,0.78248,0.75737,0.96251,0.0003368,0.0003368,0.0003368
128,12145.3,0.56221,0.35902,0.87629,1,0.86901,0.91868,0.80012,0.78124,0.7294,0.96164,0.0003236,0.0003236,0.0003236
129,12205.4,0.58271,0.37528,0.89731,1,0.86906,0.9114,0.79689,0.82906,0.81826,0.97675,0.0003104,0.0003104,0.0003104
130,12264.9,0.57971,0.36293,0.88308,1,0.86927,0.90412,0.78118,0.81894,0.80791,0.97929,0.0002972,0.0002972,0.0002972
131,12329.2,0.58407,0.35455,0.89077,1,0.86906,0.90069,0.78373,0.75612,0.72035,0.9545,0.000284,0.000284,0.000284
132,12394.6,0.57479,0.35208,0.90181,1,0.86853,0.89799,0.7804,0.73553,0.69223,0.94633,0.0002708,0.0002708,0.0002708
133,12459.8,0.56631,0.35846,0.87379,1,0.86863,0.89485,0.75625,0.74019,0.68306,0.95387,0.0002576,0.0002576,0.0002576
134,12526.3,0.59571,0.3598,0.89537,1,0.86831,0.8932,0.7638,0.74276,0.72061,0.95793,0.0002444,0.0002444,0.0002444
135,12624.9,0.58465,0.35041,0.89167,1,0.86829,0.8932,0.7638,0.74335,0.7031,0.95496,0.0002312,0.0002312,0.0002312
136,12805.1,0.56282,0.35362,0.87351,1,0.86831,0.89485,0.76597,0.74938,0.70746,0.95654,0.000218,0.000218,0.000218
137,12916.1,0.55151,0.36494,0.88543,1,0.86833,0.8958,0.78571,0.74515,0.68649,0.95424,0.0002048,0.0002048,0.0002048
