epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,844.279,0.85944,0.64291,0.94689,0.85525,0.84579,0.83527,0.66376,1.20622,1.31434,0.9903,0.0011882,0.0011882,0.0011882
43,870.669,0.81167,0.58883,0.90594,0.91098,0.71429,0.82027,0.64641,1.20813,1.41069,1.00563,0.0011684,0.0011684,0.0011684
44,893.454,0.86781,0.59978,0.93093,1,0.8487,0.85529,0.6658,1.06761,1.3183,0.95056,0.0011486,0.0011486,0.0011486
45,911.057,0.86232,0.57358,0.90553,0.85209,0.82685,0.8353,0.63013,1.112,1.52834,0.98321,0.0011288,0.0011288,0.0011288
46,928.841,0.85799,0.58283,0.92555,0.97666,0.71429,0.78529,0.61655,1.09631,1.83763,1.00259,0.001109,0.001109,0.001109
47,945.203,0.85937,0.5977,0.91345,0.85291,0.83176,0.83529,0.66662,1.06184,1.42304,0.93771,0.0010892,0.0010892,0.0010892
48,963.445,0.87989,0.60305,0.94298,0.85308,0.83276,0.83529,0.66662,1.1008,1.28726,0.95887,0.0010694,0.0010694,0.0010694
49,981.5,0.8376,0.54734,0.93815,0.98327,0.71429,0.82031,0.65897,1.146,1.40096,1.05804,0.0010496,0.0010496,0.0010496
50,999.388,0.80891,0.56989,0.91622,0.98088,0.71429,0.8203,0.66659,1.11664,1.4878,1.05496,0.0010298,0.0010298,0.0010298
51,1018.24,0.86419,0.5879,0.93651,0.8537,0.85714,0.83533,0.67274,1.13267,1.40558,1.03965,0.00101,0.00101,0.00101
52,1035.9,0.82614,0.55412,0.90831,1,0.85084,0.85533,0.66565,1.26291,1.35866,1.05484,0.0009902,0.0009902,0.0009902
53,1053.73,0.79664,0.52527,0.92547,1,0.85023,0.85535,0.64664,1.23849,1.40163,1.03874,0.0009704,0.0009704,0.0009704
54,1076.31,0.81152,0.52829,0.91354,1,0.85058,0.85538,0.71357,1.02813,1.35783,0.99345,0.0009506,0.0009506,0.0009506
55,1150.55,0.7895,0.53284,0.89334,1,0.84818,0.85541,0.7036,1.09326,1.3991,0.99887,0.0009308,0.0009308,0.0009308
56,1168.64,0.86315,0.54011,0.94729,0.98351,0.71429,0.78548,0.60371,1.50857,1.89414,1.15866,0.000911,0.000911,0.000911
57,1186.87,0.82787,0.54967,0.9415,0.98425,0.71429,0.78013,0.59997,1.59179,2.02516,1.21051,0.0008912,0.0008912,0.0008912
58,1205.46,0.76659,0.51073,0.89727,0.98033,0.71429,0.82055,0.64965,1.41884,1.88121,1.15671,0.0008714,0.0008714,0.0008714
59,1223.09,0.87458,0.5611,0.93156,0.85482,0.84322,0.83563,0.67587,1.26602,1.74953,1.10463,0.0008516,0.0008516,0.0008516
60,1241.59,0.78824,0.54018,0.91587,1,0.84757,0.85589,0.67636,1.37462,1.81555,1.17386,0.0008318,0.0008318,0.0008318
61,1259.95,0.78564,0.52994,0.91881,1,0.84857,0.85613,0.69302,1.46149,1.86141,1.19024,0.000812,0.000812,0.000812
62,1278.66,0.83801,0.5423,0.93754,1,0.84783,0.85647,0.67413,1.41389,1.76599,1.18122,0.0007922,0.0007922,0.0007922
63,1297.63,0.78315,0.50644,0.91781,1,0.84834,0.85689,0.6512,1.34809,1.80192,1.16632,0.0007724,0.0007724,0.0007724
64,1315.95,0.8062,0.50272,0.91145,1,0.84843,0.85719,0.66138,1.37384,1.89503,1.20307,0.0007526,0.0007526,0.0007526
65,1335.21,0.78613,0.53029,0.9213,0.98966,0.71429,0.82267,0.6297,1.2717,1.87182,1.16516,0.0007328,0.0007328,0.0007328
66,1352.81,0.76682,0.51092,0.88358,0.98961,0.71429,0.82306,0.62188,1.31683,1.90566,1.1787,0.000713,0.000713,0.000713
67,1369.73,0.78207,0.49876,0.90912,0.989,0.71429,0.80247,0.60543,1.35455,1.83213,1.18846,0.0006932,0.0006932,0.0006932
68,1386.88,0.77428,0.49644,0.891,0.98843,0.71429,0.80271,0.60441,1.35487,1.84448,1.18748,0.0006734,0.0006734,0.0006734
69,1404.55,0.75055,0.47926,0.8911,0.98638,0.71429,0.77883,0.57773,1.38845,1.93686,1.19675,0.0006536,0.0006536,0.0006536
70,1421.98,0.73859,0.47908,0.88371,0.98694,0.71429,0.82445,0.63357,1.27084,1.92301,1.13786,0.0006338,0.0006338,0.0006338
71,1439.42,0.75153,0.49004,0.9025,0.98762,0.71429,0.81392,0.65665,1.28623,1.9236,1.13898,0.000614,0.000614,0.000614
72,1456.96,0.74799,0.48964,0.87693,0.98873,0.71429,0.78499,0.60807,1.29565,1.98187,1.14482,0.0005942,0.0005942,0.0005942
73,1473.64,0.76003,0.4729,0.88499,0.98875,0.71429,0.79674,0.61727,1.22923,1.89209,1.12134,0.0005744,0.0005744,0.0005744
74,1490.98,0.75524,0.48473,0.87845,0.98963,0.71429,0.82604,0.64206,1.10234,1.7253,1.10022,0.0005546,0.0005546,0.0005546
75,1507.59,0.72729,0.47707,0.89042,0.98953,0.71429,0.82558,0.6685,1.05829,1.63551,1.0857,0.0005348,0.0005348,0.0005348
76,1525,0.75215,0.48826,0.91908,1,0.84934,0.85932,0.69766,0.94803,1.36842,1.02054,0.000515,0.000515,0.000515
77,1542.18,0.80851,0.48901,0.91285,1,0.84976,0.85937,0.6977,0.91664,1.29445,0.99986,0.0004952,0.0004952,0.0004952
78,1559.37,0.74677,0.47729,0.90439,1,0.84965,0.86189,0.69665,0.92916,1.31471,0.99947,0.0004754,0.0004754,0.0004754
79,1576.61,0.71024,0.4751,0.88757,1,0.84838,0.86332,0.69807,1.0274,1.44062,1.03098,0.0004556,0.0004556,0.0004556
80,1593.08,0.73437,0.46913,0.8915,0.98922,0.71429,0.84419,0.68293,1.08746,1.5546,1.0581,0.0004358,0.0004358,0.0004358
81,1609.67,0.67764,0.45239,0.88916,0.9893,0.71429,0.84332,0.68207,1.23126,1.74922,1.12846,0.000416,0.000416,0.000416
82,1625.65,0.71929,0.45482,0.88624,0.9894,0.71429,0.8426,0.68135,1.26375,1.77706,1.14762,0.0003962,0.0003962,0.0003962
83,1645.54,0.70731,0.4553,0.89105,0.98965,0.71429,0.84317,0.67822,1.17656,1.80299,1.10493,0.0003764,0.0003764,0.0003764
84,1665.26,0.68383,0.47097,0.88129,1,0.84846,0.86365,0.70372,1.18426,1.80558,1.11975,0.0003566,0.0003566,0.0003566
85,1683.65,0.73904,0.4626,0.90047,1,0.84822,0.86302,0.70457,1.01836,1.76876,1.02512,0.0003368,0.0003368,0.0003368
86,1701.44,0.69467,0.44315,0.8856,1,0.84804,0.86287,0.73241,0.96416,1.71591,1.00719,0.000317,0.000317,0.000317
87,1719.19,0.70657,0.45001,0.86695,0.98983,0.71429,0.844,0.6809,0.94113,1.67764,1.00675,0.0002972,0.0002972,0.0002972
88,1739.22,0.71921,0.45016,0.91519,1,0.84775,0.86576,0.70627,0.96234,1.56033,1.02417,0.0002774,0.0002774,0.0002774
89,1764.98,0.6559,0.43631,0.86845,1,0.84759,0.86661,0.70708,0.97573,1.57761,1.02899,0.0002576,0.0002576,0.0002576
90,1783.02,0.66642,0.4218,0.85381,0.98896,0.71429,0.82865,0.67507,1.04032,1.66725,1.04944,0.0002378,0.0002378,0.0002378
91,1800.55,0.65766,0.44061,0.88007,0.98903,0.71429,0.82882,0.67116,1.14376,1.63593,1.08802,0.000218,0.000218,0.000218
92,1818.38,0.63202,0.4224,0.85141,0.98927,0.71429,0.84211,0.67006,1.03493,1.48054,1.00993,0.0001982,0.0001982,0.0001982
93,1835.12,0.62509,0.42738,0.85802,1,0.84863,0.86158,0.68355,1.04648,1.52224,1.01866,0.0001784,0.0001784,0.0001784
94,1852.39,0.61182,0.43321,0.85363,1,0.84858,0.86178,0.67621,1.10809,1.624,1.04376,0.0001586,0.0001586,0.0001586
95,1870.99,0.62857,0.42814,0.84932,1,0.84867,0.86235,0.66327,1.13882,1.63795,1.05573,0.0001388,0.0001388,0.0001388
96,1888.17,0.61824,0.42156,0.84174,1,0.84839,0.8626,0.67081,1.15123,1.62655,1.06285,0.000119,0.000119,0.000119
97,1904.05,0.63466,0.42115,0.86632,1,0.84861,0.864,0.66188,1.16913,1.61093,1.07236,9.92e-05,9.92e-05,9.92e-05
98,1920.78,0.60995,0.4209,0.84944,1,0.84808,0.86348,0.67805,1.13494,1.59032,1.05398,7.94e-05,7.94e-05,7.94e-05
99,1937.33,0.63021,0.41543,0.85335,0.98959,0.71429,0.842,0.68873,1.07814,1.55297,1.02752,5.96e-05,5.96e-05,5.96e-05
100,1954.33,0.59266,0.40296,0.85571,1,0.84819,0.86274,0.68803,1.12203,1.5905,1.04337,3.98e-05,3.98e-05,3.98e-05
