epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,10328.2,0.59056,0.36835,0.90813,0.99024,0.71429,0.841,0.67922,0.89187,2.03357,0.87088,0.0007856,0.0007856,0.0007856
186,10365,0.57129,0.3498,0.87138,1,0.84924,0.87505,0.72523,0.94993,2.04988,0.88137,0.000779,0.000779,0.000779
187,10400.6,0.56065,0.33953,0.88371,1,0.849,0.87705,0.72723,0.95043,2.14265,0.87525,0.0007724,0.0007724,0.0007724
188,10436.3,0.5548,0.35478,0.88602,1,0.84859,0.87338,0.73082,0.85226,1.81646,0.8371,0.0007658,0.0007658,0.0007658
189,10471.7,0.58697,0.34805,0.87577,0.98921,0.71429,0.85675,0.71798,0.87021,2.29029,0.86287,0.0007592,0.0007592,0.0007592
190,10508.5,0.59144,0.36267,0.89589,0.98858,0.71429,0.84226,0.68013,0.97825,2.49329,0.89788,0.0007526,0.0007526,0.0007526
191,10544.3,0.59689,0.35878,0.90355,0.98973,0.71429,0.80381,0.61936,0.99849,2.80567,0.92094,0.000746,0.000746,0.000746
192,10580,0.58102,0.33753,0.9044,0.98493,0.71429,0.77421,0.59489,0.92619,3.07765,0.90932,0.0007394,0.0007394,0.0007394
193,10615.6,0.55938,0.33875,0.88822,0.96098,0.71429,0.77421,0.61993,0.88884,3.33211,0.90281,0.0007328,0.0007328,0.0007328
194,10650.6,0.5722,0.3405,0.90515,0.76178,0.71429,0.63323,0.4993,1.00109,3.48472,0.94853,0.0007262,0.0007262,0.0007262
195,10685.3,0.56679,0.34902,0.88595,0.67618,0.71429,0.63136,0.49758,0.95666,3.51418,0.93364,0.0007196,0.0007196,0.0007196
196,10719.4,0.55052,0.33711,0.88274,0.70891,0.71429,0.54811,0.4504,0.96507,3.56079,0.92839,0.000713,0.000713,0.000713
197,10753.8,0.57595,0.33934,0.89213,0.70903,0.71429,0.56537,0.44541,1.12019,3.23717,1.00183,0.0007064,0.0007064,0.0007064
198,10788,0.54357,0.335,0.88586,0.78486,0.71429,0.65739,0.53058,1.08629,2.89147,1.00188,0.0006998,0.0006998,0.0006998
199,10822.6,0.57174,0.34805,0.8909,0.86206,0.71429,0.75052,0.6154,1.04755,2.53442,0.96734,0.0006932,0.0006932,0.0006932
200,10856.5,0.57236,0.3359,0.8936,0.98915,0.71429,0.82221,0.65535,0.99737,2.30016,0.9526,0.0006866,0.0006866,0.0006866
201,10890.6,0.52495,0.3365,0.88717,0.98164,0.71429,0.83427,0.69472,0.86814,2.12487,0.92313,0.00068,0.00068,0.00068
202,10925.5,0.54807,0.33718,0.8697,0.83175,0.71429,0.78762,0.64854,0.7548,2.36489,0.90011,0.0006734,0.0006734,0.0006734
203,10959.8,0.53762,0.33581,0.88258,0.82853,0.71429,0.7446,0.61292,0.92866,2.56098,0.9361,0.0006668,0.0006668,0.0006668
204,10993.8,0.57546,0.36121,0.89658,0.96673,0.71429,0.75447,0.61029,1.1838,2.81466,1.06831,0.0006602,0.0006602,0.0006602
205,11028.5,0.52882,0.33279,0.87551,0.99025,0.71429,0.82076,0.66876,1.01311,2.41249,0.98498,0.0006536,0.0006536,0.0006536
206,11062.2,0.50226,0.32524,0.87028,0.98998,0.71429,0.87175,0.71151,0.93377,2.26018,0.95598,0.000647,0.000647,0.000647
207,11096.3,0.56027,0.34543,0.86102,0.98971,0.71429,0.8644,0.71552,1.00879,2.28747,0.98314,0.0006404,0.0006404,0.0006404
208,11130.8,0.55334,0.33574,0.87071,0.85136,0.82244,0.8595,0.71064,0.933,2.21252,0.94365,0.0006338,0.0006338,0.0006338
209,11165.5,0.60015,0.35039,0.916,0.95105,0.71429,0.82408,0.67843,0.90392,2.16694,0.92933,0.0006272,0.0006272,0.0006272
210,11200.5,0.53122,0.34941,0.87779,0.82289,0.71429,0.6136,0.5143,0.94776,2.66442,0.94759,0.0006206,0.0006206,0.0006206
211,11234.9,0.52227,0.31761,0.87262,0.82171,0.71429,0.61128,0.50198,0.9189,2.82374,0.92944,0.000614,0.000614,0.000614
212,11269.5,0.52309,0.33061,0.87952,0.80545,0.71429,0.61236,0.49329,1.00921,2.97446,0.95839,0.0006074,0.0006074,0.0006074
213,11304.4,0.51883,0.335,0.87207,0.79085,0.71429,0.61804,0.49818,1.09889,2.95803,0.99642,0.0006008,0.0006008,0.0006008
214,11339.3,0.53676,0.34455,0.88248,0.81544,0.71429,0.63323,0.51245,1.09314,2.69945,1.00008,0.0005942,0.0005942,0.0005942
215,11374.1,0.50729,0.31299,0.88452,0.97415,0.71429,0.81893,0.66578,0.9018,2.26678,0.93599,0.0005876,0.0005876,0.0005876
216,11409.1,0.53628,0.33104,0.85518,0.85506,0.84464,0.85705,0.74519,0.84356,2.14625,0.96542,0.000581,0.000581,0.000581
217,11445,0.50795,0.33839,0.87164,0.86919,0.71429,0.82105,0.70705,0.86374,2.26206,0.98094,0.0005744,0.0005744,0.0005744
218,11481,0.53136,0.32573,0.87163,0.8308,0.71429,0.75239,0.63198,1.02722,2.59207,1.04146,0.0005678,0.0005678,0.0005678
219,11516.2,0.54752,0.33154,0.86737,0.83075,0.71429,0.75679,0.63604,1.02749,2.67998,1.0344,0.0005612,0.0005612,0.0005612
220,11551.9,0.51176,0.31488,0.8698,0.90791,0.71429,0.76575,0.66752,1.06192,2.77449,1.03583,0.0005546,0.0005546,0.0005546
221,11587.4,0.51697,0.33564,0.87626,0.82772,0.71429,0.77421,0.62655,1.21004,2.76744,1.06527,0.000548,0.000548,0.000548
222,11623.1,0.53529,0.32455,0.87151,0.90117,0.71429,0.76237,0.61636,1.23332,2.7046,1.06818,0.0005414,0.0005414,0.0005414
223,11658.6,0.50768,0.31476,0.85559,0.8612,0.71429,0.76237,0.62606,1.1793,2.61184,1.06258,0.0005348,0.0005348,0.0005348
224,11695.2,0.49202,0.3155,0.8667,0.83193,0.71429,0.75941,0.62625,1.04904,2.68273,1.0484,0.0005282,0.0005282,0.0005282
225,11731.8,0.53054,0.32419,0.8781,0.82976,0.71429,0.7473,0.6209,1.04769,2.81687,1.04655,0.0005216,0.0005216,0.0005216
226,11768.2,0.51005,0.3171,0.85465,0.95168,0.71429,0.75239,0.61365,0.9778,2.74963,1.0229,0.000515,0.000515,0.000515
227,11804.4,0.54912,0.33225,0.87234,0.98654,0.71429,0.7885,0.64211,0.99534,2.54386,1.0295,0.0005084,0.0005084,0.0005084
228,11841.1,0.56347,0.3709,0.88915,0.97857,0.71429,0.82529,0.68907,0.94664,2.24136,0.99755,0.0005018,0.0005018,0.0005018
229,11878.1,0.51281,0.31648,0.87098,0.98385,0.71429,0.83038,0.70052,0.96712,2.16231,0.99304,0.0004952,0.0004952,0.0004952
230,11914.4,0.4991,0.31261,0.86819,0.98823,0.71429,0.84226,0.71883,1.10212,2.46747,1.05814,0.0004886,0.0004886,0.0004886
231,11951.4,0.50837,0.31402,0.86804,0.98871,0.71429,0.79394,0.67667,1.03845,2.54767,1.02751,0.000482,0.000482,0.000482
232,11988.7,0.50705,0.30082,0.86741,0.85291,0.83177,0.87175,0.72488,1.1353,2.53797,1.09041,0.0004754,0.0004754,0.0004754
233,12025.4,0.50809,0.30611,0.88105,0.97523,0.71429,0.81354,0.63661,1.18719,2.54073,1.09313,0.0004688,0.0004688,0.0004688
234,12061.9,0.48586,0.30698,0.86166,0.96389,0.71429,0.77959,0.60623,1.16837,2.56579,1.07572,0.0004622,0.0004622,0.0004622
235,12098.7,0.4876,0.29718,0.86398,0.86445,0.71429,0.8305,0.68905,1.0471,2.32921,1.03042,0.0004556,0.0004556,0.0004556
236,12135.2,0.4875,0.30125,0.87764,0.83475,0.71429,0.8515,0.74102,0.95546,1.9152,1.02984,0.000449,0.000449,0.000449
237,12170.8,0.46746,0.30435,0.85835,0.85579,0.84902,0.8665,0.70195,0.98625,1.73961,0.99385,0.0004424,0.0004424,0.0004424
238,12207.5,0.48214,0.3038,0.8599,0.8555,0.84728,0.8665,0.69428,0.91437,1.632,0.9292,0.0004358,0.0004358,0.0004358
239,12244.2,0.5059,0.31295,0.87047,0.85576,0.84884,0.86892,0.70679,0.87771,1.59635,0.92991,0.0004292,0.0004292,0.0004292
240,12280.9,0.46398,0.31708,0.86959,0.8557,0.84848,0.86892,0.75245,0.907,1.87859,1.02807,0.0004226,0.0004226,0.0004226
241,12316.6,0.48825,0.2976,0.86218,0.85557,0.84774,0.8644,0.72247,0.89352,1.91924,1.01833,0.000416,0.000416,0.000416
242,12352.5,0.52086,0.31092,0.89148,0.83914,0.71429,0.83773,0.69489,1.04965,2.04389,1.06715,0.0004094,0.0004094,0.0004094
243,12389.7,0.49751,0.30705,0.86201,0.82849,0.71429,0.84756,0.70297,0.81471,1.79634,0.92797,0.0004028,0.0004028,0.0004028
244,12425.5,0.47329,0.29924,0.85392,0.88231,0.71429,0.8305,0.69354,0.78306,2.11713,0.92036,0.0003962,0.0003962,0.0003962
245,12462.2,0.48986,0.31297,0.88457,0.82668,0.71429,0.75207,0.62545,0.89371,2.46494,0.96883,0.0003896,0.0003896,0.0003896
246,12497.2,0.47864,0.31131,0.85804,0.82649,0.71429,0.75088,0.61747,0.88282,2.64961,0.95112,0.000383,0.000383,0.000383
247,12533.5,0.46502,0.28854,0.84685,0.8266,0.71429,0.76272,0.63633,0.82072,2.72195,0.93436,0.0003764,0.0003764,0.0003764
248,12569.8,0.45266,0.29767,0.861,0.82764,0.71429,0.79394,0.71455,0.97526,2.79976,1.03452,0.0003698,0.0003698,0.0003698
249,12605.6,0.48952,0.30852,0.8802,0.87692,0.71429,0.80381,0.69198,0.93448,2.78996,1.00005,0.0003632,0.0003632,0.0003632
250,12641.7,0.49607,0.3076,0.85308,0.83112,0.71429,0.79394,0.70251,1.06404,2.8502,1.04851,0.0003566,0.0003566,0.0003566
251,12676.9,0.45903,0.29415,0.8628,0.92843,0.71429,0.78605,0.70773,1.09853,2.73328,1.0642,0.00035,0.00035,0.00035
252,12712.4,0.4521,0.29391,0.8485,0.91517,0.71429,0.77959,0.68894,1.0025,2.73535,1.01887,0.0003434,0.0003434,0.0003434
253,12748.8,0.50549,0.29869,0.87245,0.97206,0.71429,0.77421,0.68247,1.06718,2.74167,1.05744,0.0003368,0.0003368,0.0003368
254,12784.4,0.42637,0.29285,0.85166,0.98003,0.71429,0.77421,0.6621,1.1531,2.74639,1.09202,0.0003302,0.0003302,0.0003302
255,12820.3,0.46801,0.29458,0.85283,0.97946,0.71429,0.76965,0.63548,1.25149,2.81077,1.14436,0.0003236,0.0003236,0.0003236
256,12855.7,0.49096,0.29143,0.87003,0.98509,0.71429,0.75679,0.62105,0.99868,2.83228,1.03469,0.000317,0.000317,0.000317
257,12891.1,0.46629,0.29141,0.85764,0.98716,0.71429,0.76965,0.63263,0.94293,2.87196,1.02399,0.0003104,0.0003104,0.0003104
258,12925.9,0.44652,0.28924,0.85358,0.98596,0.71429,0.75679,0.66489,0.99965,2.93657,1.06157,0.0003038,0.0003038,0.0003038
259,12961.2,0.46086,0.29106,0.85942,0.98661,0.71429,0.76575,0.65024,1.03907,3.00511,1.04616,0.0002972,0.0002972,0.0002972
260,12997.1,0.46819,0.30816,0.85768,0.98227,0.71429,0.76575,0.6443,1.1292,3.07826,1.06908,0.0002906,0.0002906,0.0002906
261,13032.5,0.46657,0.30127,0.86684,0.95391,0.71429,0.76965,0.6479,1.04815,3.0264,1.0183,0.000284,0.000284,0.000284
262,13068.7,0.45717,0.2895,0.85409,0.87683,0.71429,0.75941,0.63845,0.98009,3.00383,1.00011,0.0002774,0.0002774,0.0002774
263,13103.9,0.42238,0.27819,0.83587,0.82649,0.71429,0.75679,0.66209,1.03715,3.09917,1.04169,0.0002708,0.0002708,0.0002708
264,13139.4,0.48143,0.30243,0.86506,0.86698,0.71429,0.75941,0.64518,1.06691,3.12902,1.04724,0.0002642,0.0002642,0.0002642
265,13174.7,0.47228,0.29036,0.85222,0.94187,0.71429,0.76237,0.64791,1.12696,3.13234,1.07233,0.0002576,0.0002576,0.0002576
266,13210.7,0.46718,0.28546,0.85329,0.95302,0.71429,0.76237,0.64308,1.12282,3.11229,1.07498,0.000251,0.000251,0.000251
267,13247.3,0.4331,0.27774,0.85577,0.95504,0.71429,0.76237,0.66919,1.018,3.00594,1.02784,0.0002444,0.0002444,0.0002444
268,13283.3,0.45985,0.28328,0.84902,0.95316,0.71429,0.76965,0.67922,0.95258,2.87438,0.98891,0.0002378,0.0002378,0.0002378
269,13319.4,0.46156,0.29424,0.88196,0.93921,0.71429,0.76965,0.65601,1.00491,2.85502,0.98792,0.0002312,0.0002312,0.0002312
270,13355.2,0.45889,0.28497,0.87056,0.88438,0.71429,0.76575,0.65218,1.01766,2.88888,1.00187,0.0002246,0.0002246,0.0002246
271,13390.9,0.42886,0.27322,0.85374,0.83232,0.71429,0.75679,0.65929,1.08421,2.99971,1.04308,0.000218,0.000218,0.000218
272,13427.5,0.44683,0.28524,0.84983,0.82549,0.71429,0.71403,0.65031,0.94375,2.85789,0.97001,0.0002114,0.0002114,0.0002114
273,13462.4,0.42832,0.27364,0.84412,0.82482,0.71429,0.65049,0.57211,1.00017,3.00593,0.97659,0.0002048,0.0002048,0.0002048
274,13498.4,0.4701,0.28684,0.85975,0.8226,0.71429,0.64658,0.56829,1.01114,3.03525,0.97745,0.0001982,0.0001982,0.0001982
275,13534.1,0.41954,0.27245,0.84535,0.82443,0.71429,0.71403,0.61518,1.05746,3.04264,1.00895,0.0001916,0.0001916,0.0001916
276,13570,0.46493,0.28383,0.87235,0.85352,0.71429,0.76575,0.66462,0.86694,2.94663,0.93114,0.000185,0.000185,0.000185
277,13605.2,0.4301,0.2924,0.8615,0.83161,0.71429,0.76575,0.66462,0.79466,2.92317,0.91273,0.0001784,0.0001784,0.0001784
278,13640.7,0.45627,0.28568,0.85303,0.89176,0.71429,0.76575,0.66462,0.80206,2.97297,0.90914,0.0001718,0.0001718,0.0001718
279,13676.7,0.44011,0.27567,0.84908,0.88004,0.71429,0.76575,0.66462,0.75982,2.95232,0.89409,0.0001652,0.0001652,0.0001652
280,13712.2,0.40914,0.26738,0.84138,0.85946,0.71429,0.76965,0.63548,0.83184,2.96515,0.90241,0.0001586,0.0001586,0.0001586
281,13747.8,0.41154,0.26158,0.83295,0.8803,0.71429,0.76965,0.63263,0.80536,2.93107,0.8981,0.000152,0.000152,0.000152
282,13782.7,0.42051,0.26511,0.85812,0.89129,0.71429,0.76575,0.6462,0.73711,2.92301,0.89088,0.0001454,0.0001454,0.0001454
283,13818.8,0.42326,0.27716,0.83492,0.82853,0.71429,0.77421,0.67239,0.76346,2.87899,0.89439,0.0001388,0.0001388,0.0001388
284,13853.8,0.42754,0.26763,0.86197,0.82605,0.71429,0.70254,0.63229,0.7665,2.77663,0.89846,0.0001322,0.0001322,0.0001322
285,13889.4,0.41185,0.26536,0.85562,0.82618,0.71429,0.75088,0.62918,0.80998,2.81479,0.90952,0.0001256,0.0001256,0.0001256
286,13924.8,0.4209,0.27655,0.84123,0.82615,0.71429,0.75626,0.63415,0.80977,2.77,0.90061,0.000119,0.000119,0.000119
287,13959.7,0.46325,0.28299,0.86148,0.82524,0.71429,0.65504,0.55252,0.81214,2.6739,0.90506,0.0001124,0.0001124,0.0001124
288,13995.2,0.4228,0.28955,0.84577,0.82577,0.71429,0.75088,0.65322,0.79783,2.59138,0.90291,0.0001058,0.0001058,0.0001058
289,14030.9,0.40218,0.26768,0.83941,0.82569,0.71429,0.69408,0.60445,0.81126,2.60782,0.91245,9.92e-05,9.92e-05,9.92e-05
290,14066.8,0.40675,0.25785,0.85946,0.82562,0.71429,0.6907,0.60135,0.78122,2.38449,0.89574,9.26e-05,9.26e-05,9.26e-05
291,14102.6,0.40661,0.23544,0.81962,0.8302,0.71429,0.76965,0.66821,0.80867,2.53683,0.89641,8.6e-05,8.6e-05,8.6e-05
292,14137.6,0.3712,0.23321,0.80983,0.9204,0.71429,0.76575,0.6443,0.84042,2.60077,0.89625,7.94e-05,7.94e-05,7.94e-05
293,14171.8,0.37564,0.23771,0.79224,0.93753,0.71429,0.75679,0.63604,0.88717,2.591,0.91133,7.28e-05,7.28e-05,7.28e-05
294,14206.6,0.3705,0.23043,0.80642,0.92911,0.71429,0.75679,0.63604,0.90954,2.67619,0.91784,6.62e-05,6.62e-05,6.62e-05
295,14240.5,0.3687,0.23093,0.8195,0.9275,0.71429,0.75941,0.63845,0.8829,2.65623,0.90547,5.96e-05,5.96e-05,5.96e-05
296,14275.5,0.35507,0.2343,0.79395,0.85639,0.71429,0.75941,0.63845,0.86793,2.6896,0.8977,5.3e-05,5.3e-05,5.3e-05
297,14310.1,0.3707,0.23916,0.82713,0.87142,0.71429,0.75941,0.63845,0.89421,2.76145,0.89786,4.64e-05,4.64e-05,4.64e-05
298,14344.9,0.38096,0.23734,0.80452,0.89241,0.71429,0.75447,0.6339,0.87338,2.74037,0.88888,3.98e-05,3.98e-05,3.98e-05
299,14379.1,0.35955,0.23141,0.79423,0.83191,0.71429,0.75447,0.6339,0.87515,2.75252,0.89228,3.32e-05,3.32e-05,3.32e-05
300,14413,0.37027,0.23723,0.81273,0.90943,0.71429,0.75941,0.64482,0.84911,2.75534,0.88184,2.66e-05,2.66e-05,2.66e-05
