epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,363.319,0.95737,0.86001,0.94141,0.98661,0.71429,0.77551,0.58929,1.06418,2.10376,1.03152,0.0013268,0.0013268,0.0013268
19,380.115,0.91428,0.86123,0.94128,0.98697,0.71429,0.78555,0.58251,1.20737,2.07766,1.06508,0.0012872,0.0012872,0.0012872
20,400.427,0.93008,0.81326,0.9298,0.98034,0.71429,0.77554,0.55145,1.33052,2.16942,1.14132,0.0012476,0.0012476,0.0012476
21,426.34,0.92051,0.76916,0.96732,0.9857,0.71429,0.76202,0.56887,1.15166,2.17634,1.08516,0.001208,0.001208,0.001208
22,451.897,0.89958,0.79254,0.95588,0.98678,0.71429,0.75186,0.57459,1.26696,2.27899,1.14672,0.0011684,0.0011684,0.0011684
23,475.997,0.87463,0.78919,0.95569,0.98319,0.71429,0.74648,0.55133,1.20574,2.2878,1.11074,0.0011288,0.0011288,0.0011288
24,500.209,0.95422,0.7951,0.9509,0.98527,0.71429,0.78003,0.5921,1.15295,2.10521,1.11294,0.0010892,0.0010892,0.0010892
25,523.377,0.8932,0.71144,0.92188,0.98745,0.71429,0.79949,0.6149,1.1394,2.0309,1.09245,0.0010496,0.0010496,0.0010496
26,540.678,0.88904,0.70299,0.92496,0.98936,0.71429,0.76802,0.5976,1.24662,2.06904,1.12002,0.00101,0.00101,0.00101
27,558.247,0.84199,0.71271,0.91232,0.98989,0.71429,0.77172,0.59356,1.37686,2.05147,1.19626,0.0009704,0.0009704,0.0009704
28,576.046,0.84333,0.69235,0.91118,0.99015,0.71429,0.72035,0.55335,1.45641,2.18194,1.23479,0.0009308,0.0009308,0.0009308
29,592.725,0.8648,0.72231,0.92224,0.99033,0.71429,0.75992,0.58066,1.25966,2.0627,1.13252,0.0008912,0.0008912,0.0008912
30,610.292,0.84864,0.68821,0.90046,0.98929,0.71429,0.77572,0.57122,1.38561,2.03202,1.18204,0.0008516,0.0008516,0.0008516
31,628.247,0.86244,0.68714,0.91708,0.98943,0.71429,0.76494,0.58605,1.43419,2.07952,1.20856,0.000812,0.000812,0.000812
32,645.38,0.84817,0.66052,0.91937,0.98789,0.71429,0.79945,0.61836,1.35168,1.95696,1.16594,0.0007724,0.0007724,0.0007724
33,662.899,0.84243,0.67694,0.90637,0.98401,0.71429,0.76207,0.58986,1.31326,1.8925,1.13679,0.0007328,0.0007328,0.0007328
34,679.968,0.83709,0.62047,0.91488,0.9862,0.71429,0.74771,0.56274,1.40655,2.01151,1.16519,0.0006932,0.0006932,0.0006932
35,697.478,0.83979,0.64645,0.90137,0.98797,0.71429,0.74248,0.5746,1.45992,2.14334,1.19664,0.0006536,0.0006536,0.0006536
36,714.301,0.84599,0.64123,0.89342,0.98907,0.71429,0.73041,0.56903,1.35157,2.20256,1.17067,0.000614,0.000614,0.000614
37,731.738,0.81113,0.67948,0.90546,0.98951,0.71429,0.74443,0.58969,1.25388,2.14249,1.18719,0.0005744,0.0005744,0.0005744
38,748.96,0.80999,0.61464,0.88321,0.98928,0.71429,0.74016,0.59265,1.26571,2.24079,1.1556,0.0005348,0.0005348,0.0005348
39,765.923,0.81862,0.61734,0.9188,0.98966,0.71429,0.72851,0.58462,1.40776,2.26913,1.16807,0.0004952,0.0004952,0.0004952
40,784.226,0.83794,0.62207,0.90712,0.98769,0.71429,0.72548,0.58425,1.42357,2.25323,1.16723,0.0004556,0.0004556,0.0004556
41,800.942,0.77649,0.64057,0.86882,0.98836,0.71429,0.75194,0.60329,1.28241,2.09814,1.10074,0.000416,0.000416,0.000416
42,818.17,0.80348,0.64452,0.90126,1,0.84813,0.85551,0.6678,1.25544,2.00879,1.16821,0.0003764,0.0003764,0.0003764
43,835.006,0.74521,0.63964,0.84128,1,0.84826,0.85557,0.68237,1.19018,1.91888,1.1644,0.0003368,0.0003368,0.0003368
44,851.455,0.755,0.61426,0.88679,1,0.84874,0.8556,0.6752,1.18831,1.7895,1.15905,0.0002972,0.0002972,0.0002972
45,868.431,0.77777,0.62154,0.87232,1,0.84851,0.85559,0.68003,1.17112,1.7122,1.14948,0.0002576,0.0002576,0.0002576
46,885.238,0.74759,0.59698,0.87233,1,0.84906,0.85556,0.68,1.19785,1.69698,1.1523,0.000218,0.000218,0.000218
47,902.017,0.72617,0.59223,0.86149,1,0.84903,0.85557,0.68448,1.23626,1.77491,1.16893,0.0001784,0.0001784,0.0001784
48,918.522,0.72176,0.58274,0.85729,0.99042,0.71429,0.83561,0.65833,1.18573,1.78889,1.11855,0.0001388,0.0001388,0.0001388
49,936.127,0.73985,0.58709,0.87252,0.99023,0.71429,0.83563,0.65833,1.19669,1.81064,1.1234,9.92e-05,9.92e-05,9.92e-05
50,952.734,0.73655,0.58975,0.87461,0.99016,0.71429,0.83565,0.65834,1.18349,1.81935,1.10382,5.96e-05,5.96e-05,5.96e-05
